filename,type,tag,severity,note
,tag_option,split_step_missing,,available manual label
,tag_option,standing_too_straight,,available manual label
,tag_option,racket_too_low,,available manual label
,tag_option,slow_recovery,,available manual label
,tag_option,watching_after_shot,,available manual label
,tag_option,rear_court_late,,available manual label
,tag_option,contact_point_behind,,available manual label
,tag_option,left_arm_stuck_high,,available manual label
,tag_option,arm_dominant_swing,,available manual label
,tag_option,bad_doubles_positioning,,available manual label
,tag_option,good_defensive_base,,available manual label
,tag_option,good_recovery,,available manual label
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0000_frame001.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0002_frame002.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0004_frame003.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0006_frame004.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0008_frame005.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0012_frame006.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0014_frame007.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0022_frame008.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0024_frame009.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0026_frame010.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0028_frame011.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0031_frame012.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0048_frame013.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0050_frame014.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0052_frame015.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0056_frame016.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0058_frame017.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0068_frame018.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0178_frame019.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0252_frame020.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0254_frame021.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0256_frame022.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0259_frame023.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0261_frame024.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0263_frame025.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0278_frame026.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0282_frame027.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0288_frame028.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0290_frame029.jpg,frame,,,
dji_mimo_20260529_095730_20260529095731_1780032664629_video_motion_t0294_frame030.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0000_frame001.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0002_frame002.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0004_frame003.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0006_frame004.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0012_frame005.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0018_frame006.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0032_frame007.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0034_frame008.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0036_frame009.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0038_frame010.jpg,frame,,,
